Bookmark,Frame#,SSI,Type,Subtype,Seq #,Addresses,Receive Addr,Transmit Addr,Address 3,ToDS,FromDS,Frag,Retry,More,Protected,FCS,Frame Size,Delta,Timestamp,
="",9,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.774349520 PM",
="",10,,Mgmt,Beacon,3308,,ff:ff:ff:ff:ff:ff  (DA),ce:52:61:ed:5c:44  (SA),ce:52:61:ed:5c:44  (BSSID),0,0,0,0,0,0,,340,="",="2/3/2026 4:52:05.775199290 PM",
="",11,,Mgmt,Beacon,2955,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC dc:eb:69,Vantiva USA LLC dc:eb:69,0,0,0,0,0,0,,340,="",="2/3/2026 4:52:05.778881200 PM",
="",12,,Mgmt,Beacon,2892,,ff:ff:ff:ff:ff:ff  (DA),NETGEAR e0:46:ee,NETGEAR e0:46:ee,0,0,0,0,0,0,,398,="",="2/3/2026 4:52:05.779285565 PM",
="",13,,Mgmt,Beacon,3663,,ff:ff:ff:ff:ff:ff  (DA),da:7c:d1:56:0b:38  (SA),da:7c:d1:56:0b:38  (BSSID),0,0,0,0,0,0,,262,="",="2/3/2026 4:52:05.782069595 PM",
="",14,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.785997675 PM",
="",15,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,0e:e9:ab:e1:04:28  (SA),,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.786142920 PM",
="",16,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.789983730 PM",
="",17,,Mgmt,Beacon,2461,,ff:ff:ff:ff:ff:ff  (DA),Commscope ec:a9:40,Commscope ec:a9:40,0,0,0,0,0,0,,343,="",="2/3/2026 4:52:05.793894185 PM",
="",18,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.798017870 PM",
="",19,,Control,Blk Ack,,,60:46:79:a5:28:1e  (DA),Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.799273535 PM",
="",20,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.799523465 PM",
="",21,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.799687005 PM",
="",25,,Mgmt,Probe Resp,678,,Vantiva - Connected Home 10:36:aa,Sagemcom Broadband SAS d8:cf:61,Sagemcom Broadband SAS d8:cf:61,0,0,0,0,0,0,,532,="",="2/3/2026 4:52:05.807418035 PM",
="",26,,Data,Data,820,From AP,01:80:c2:00:00:00  (DA),Sagemcom Broadband SAS d8:cf:61,Sagemcom Broadband SAS d8:cf:61,0,1,0,0,0,1,,168,="",="2/3/2026 4:52:05.813913300 PM",
="",27,,Mgmt,Probe Resp,678  (Retransmitted packet),,Vantiva - Connected Home 10:36:aa,Sagemcom Broadband SAS d8:cf:61,Sagemcom Broadband SAS d8:cf:61,0,0,0,1,0,0,,532,="",="2/3/2026 4:52:05.818838940 PM",
="",29,,Mgmt,Probe Resp,678  (Retransmitted packet),,Vantiva - Connected Home 10:36:aa,Sagemcom Broadband SAS d8:cf:61,Sagemcom Broadband SAS d8:cf:61,0,0,0,1,0,0,,532,="",="2/3/2026 4:52:05.823287055 PM",
="",32,,Mgmt,Beacon,1676,,ff:ff:ff:ff:ff:ff  (DA),fa:d0:0e:29:22:42  (SA),fa:d0:0e:29:22:42  (BSSID),0,0,0,0,0,0,,425,="",="2/3/2026 4:52:05.827097020 PM",
="",33,,Mgmt,Beacon,1677,,ff:ff:ff:ff:ff:ff  (DA),fa:d0:ae:2b:82:47  (SA),fa:d0:0e:29:22:45  (BSSID),0,0,0,0,0,0,,425,="",="2/3/2026 4:52:05.827599975 PM",
="",34,,Mgmt,Beacon,1678,,ff:ff:ff:ff:ff:ff  (DA),fa:d0:0e:29:22:46  (SA),fa:d0:0e:29:22:46  (BSSID),0,0,0,0,0,0,,425,="",="2/3/2026 4:52:05.828118875 PM",
="",35,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.830035935 PM",
="",36,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.831093205 PM",
="",37,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.831179980 PM",
="",38,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.831301345 PM",
="",39,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.831512995 PM",
="",40,,Data,QoS CF-Poll (no data),2142  (Retransmitted packet),IBSS,04:41:4d:bf:26:3d  (DA),62:cd:4c:48:97:54  (SA),8d:0f:19:8f:7a:82  (BSSID),0,0,0,1,1,0,,229,="",="2/3/2026 4:52:05.835219075 PM",
="",41,,Control,CF End,,,ff:ff:ff:ff:ff:ff  (DA),,Commscope 1c:93:7c,0,0,0,0,0,0,,105,="",="2/3/2026 4:52:05.839465785 PM",
="",42,,Control,Blk Ack,,,be:47:76:f0:b5:06  (DA),Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.839540095 PM",
="",43,,Control,Blk Ack,,,Shenzhen iComm Semiconductor CO.LTD 60:de:f4,Commscope 1c:93:7c,,0,0,0,0,0,0,,117,="",="2/3/2026 4:52:05.839665020 PM",
