Bookmark,Frame#,Data Rate (Mb/s),Duration,Freq,Channel,Antenna,Version,Bad FCS,Frame Size,Delta,Timestamp,
="",10,1.0,2232 탎,2462 MHz,11,-70 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/5/2026 4:51:38.544419965 PM",
="",11,1.0,2104 탎,2462 MHz,11,-70 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/5/2026 4:51:38.548589255 PM",
="",12,1.0,2248 탎,2462 MHz,11,-70 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/5/2026 4:51:38.552679755 PM",
="",17,11.0,431 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,413,="",="2/5/2026 4:51:38.568172340 PM",
="",18,11.0,421 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,400,="",="2/5/2026 4:51:38.568992575 PM",
="",19,6.0,414 탎,2462 MHz,11,-79 dBm,Wi-Fi 3 (802.11g),False,373,="",="2/5/2026 4:51:38.579466760 PM",
="",20,6.0,426 탎,2462 MHz,11,-85 dBm,Wi-Fi 3 (802.11g),False,382,="",="2/5/2026 4:51:38.581073980 PM",
="",21,6.0,369 탎,2462 MHz,11,-83 dBm,Wi-Fi 3 (802.11g),False,339,="",="2/5/2026 4:51:38.581842690 PM",
="",26,11.0,441 탎,2462 MHz,11,-83 dBm,Wi-Fi 1 (802.11b),True,427,="",="2/5/2026 4:51:38.589227290 PM",
="",27,11.0,439 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),True,424,="",="2/5/2026 4:51:38.590000830 PM",
="",28,1.0,2032 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,315,="",="2/5/2026 4:51:38.590463855 PM",
="",29,11.0,419 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),True,397,="",="2/5/2026 4:51:38.592511245 PM",
="",30,1.0,2392 탎,2462 MHz,11,-79 dBm,Wi-Fi 1 (802.11b),False,360,="",="2/5/2026 4:51:38.593084725 PM",
="",31,1.0,2096 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/5/2026 4:51:38.596164625 PM",
="",32,1.0,2096 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/5/2026 4:51:38.599231325 PM",
="",33,1.0,2744 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,404,="",="2/5/2026 4:51:38.603049355 PM",
="",34,1.0,2024 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/5/2026 4:51:38.616083770 PM",
="",35,6.0,241 탎,2462 MHz,11,-87 dBm,Wi-Fi 3 (802.11g),False,229,="",="2/5/2026 4:51:38.618550145 PM",
="",36,6.0,418 탎,2462 MHz,11,-77 dBm,Wi-Fi 3 (802.11g),False,376,="",="2/5/2026 4:51:38.621273360 PM",
="",37,6.0,370 탎,2462 MHz,11,-85 dBm,Wi-Fi 3 (802.11g),False,340,="",="2/5/2026 4:51:38.631093500 PM",
="",38,1.0,2320 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,351,="",="2/5/2026 4:51:38.636270345 PM",
="",39,1.0,2320 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,351,="",="2/5/2026 4:51:38.638590845 PM",
="",40,6.0,337 탎,2462 MHz,11,-66 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/5/2026 4:51:38.640911345 PM",
="",41,6.0,337 탎,2462 MHz,11,-67 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/5/2026 4:51:38.641248510 PM",
="",42,6.0,337 탎,2462 MHz,11,-67 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/5/2026 4:51:38.641585675 PM",
="",43,1.0,2232 탎,2462 MHz,11,-73 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/5/2026 4:51:38.647160345 PM",
="",44,1.0,2104 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/5/2026 4:51:38.652278065 PM",
="",47,1.0,2248 탎,2462 MHz,11,-73 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/5/2026 4:51:38.659911380 PM",
="",49,11.0,436 탎,2462 MHz,11,-86 dBm,Wi-Fi 1 (802.11b),False,421,="",="2/5/2026 4:51:38.671913680 PM",
="",50,11.0,431 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,413,="",="2/5/2026 4:51:38.672350540 PM",
="",51,11.0,421 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,400,="",="2/5/2026 4:51:38.672781585 PM",
="",52,1.0,1936 탎,2462 MHz,11,-84 dBm,Wi-Fi 1 (802.11b),False,303,="",="2/5/2026 4:51:38.680110740 PM",
="",53,6.0,414 탎,2462 MHz,11,-77 dBm,Wi-Fi 3 (802.11g),False,373,="",="2/5/2026 4:51:38.682047240 PM",
="",54,6.0,369 탎,2462 MHz,11,-80 dBm,Wi-Fi 3 (802.11g),False,339,="",="2/5/2026 4:51:38.684545295 PM",
="",61,1.0,2096 탎,2462 MHz,11,-79 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/5/2026 4:51:38.700238465 PM",
="",63,1.0,2744 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),False,404,="",="2/5/2026 4:51:38.705450640 PM",
="",64,1.0,1888 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,297,="",="2/5/2026 4:51:38.714412410 PM",
="",65,1.0,1888 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,297,="",="2/5/2026 4:51:38.716428635 PM",
="",66,1.0,2024 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/5/2026 4:51:38.718484535 PM",
="",68,1.0,2432 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,365,="",="2/5/2026 4:51:38.725661480 PM",
="",69,1.0,2096 탎,2462 MHz,11,-90 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/5/2026 4:51:38.730101775 PM",
="",70,1.0,2096 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/5/2026 4:51:38.732225445 PM",
="",71,1.0,2248 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/5/2026 4:51:38.748279810 PM",
="",72,1.0,2232 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,340,="",="2/5/2026 4:51:38.750528310 PM",
="",73,1.0,2248 탎,2462 MHz,11,-81 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/5/2026 4:51:38.757460350 PM",
="",74,11.0,436 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,421,="",="2/5/2026 4:51:38.772670835 PM",
="",75,11.0,431 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),True,413,="",="2/5/2026 4:51:38.773107695 PM",
="",76,11.0,421 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,400,="",="2/5/2026 4:51:38.773727620 PM",
="",77,6.0,414 탎,2462 MHz,11,-77 dBm,Wi-Fi 3 (802.11g),False,373,="",="2/5/2026 4:51:38.784458910 PM",
="",79,6.0,369 탎,2462 MHz,11,-83 dBm,Wi-Fi 3 (802.11g),False,339,="",="2/5/2026 4:51:38.789816270 PM",
="",85,1.0,2392 탎,2462 MHz,11,-80 dBm,Wi-Fi 1 (802.11b),False,360,="",="2/5/2026 4:51:38.798125385 PM",
="",86,1.0,2744 탎,2462 MHz,11,-82 dBm,Wi-Fi 1 (802.11b),True,404,="",="2/5/2026 4:51:38.807821270 PM",
="",93,1.0,2024 탎,2462 MHz,11,-87 dBm,Wi-Fi 1 (802.11b),False,314,="",="2/5/2026 4:51:38.824748155 PM",
="",94,6.0,337 탎,2462 MHz,11,-66 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/5/2026 4:51:38.847928305 PM",
="",95,6.0,337 탎,2462 MHz,11,-66 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/5/2026 4:51:38.848265470 PM",
="",96,6.0,337 탎,2462 MHz,11,-66 dBm,Wi-Fi 3 (802.11g),False,315,="",="2/5/2026 4:51:38.848602635 PM",
="",97,6.0,371 탎,2462 MHz,11,-66 dBm,Wi-Fi 3 (802.11g),False,341,="",="2/5/2026 4:51:38.848939805 PM",
="",98,1.0,2248 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/5/2026 4:51:38.849311635 PM",
="",99,1.0,3264 탎,2462 MHz,11,-85 dBm,Wi-Fi 1 (802.11b),False,469,="",="2/5/2026 4:51:38.851713335 PM",
="",100,1.0,2104 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,324,="",="2/5/2026 4:51:38.859305495 PM",
="",101,1.0,2248 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,342,="",="2/5/2026 4:51:38.861428705 PM",
="",102,1.0,416 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),True,113,="",="2/5/2026 4:51:38.871668155 PM",
