Bookmark,Frame#,SSI,Type,Subtype,Seq #,Addresses,Receive Addr,Transmit Addr,Address 3,ToDS,FromDS,Frag,Retry,More,Protected,FCS,Frame Size,Delta,Timestamp,
="",10,,Mgmt,Beacon,3969,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:93:5f:71  (SA),72:a7:41:93:5f:71  (BSSID),0,0,0,0,0,0,,340,="",="2/5/2026 4:51:38.544419965 PM",
="",11,,Mgmt,Beacon,3970,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:a3:5f:71  (SA),72:a7:41:a3:5f:71  (BSSID),0,0,0,0,0,0,,324,="",="2/5/2026 4:51:38.548589255 PM",
="",12,,Mgmt,Beacon,3971,,ff:ff:ff:ff:ff:ff  (DA),72:a7:41:b3:5f:71  (SA),72:a7:41:b3:5f:71  (BSSID),0,0,0,0,0,0,,342,="",="2/5/2026 4:51:38.552679755 PM",
="",17,,Mgmt,Beacon,1133,,ff:ff:4f:ac:ff:ff  (DA),ee:55:a8:1f:23:3b  (SA),ee:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,413,="",="2/5/2026 4:51:38.568172340 PM",
="",18,,Mgmt,Beacon,1949,,ff:ff:ff:ff:ff:ff  (DA),da:55:a8:1f:23:3b  (SA),da:55:a8:1f:23:3b  (BSSID),0,0,0,0,0,0,,400,="",="2/5/2026 4:51:38.568992575 PM",
="",19,,Mgmt,Beacon,666,,ff:ff:ff:ff:ff:ff  (DA),3a:1a:52:4f:79:cd  (SA),3a:1a:52:4f:79:cd  (BSSID),0,0,0,0,0,0,,373,="",="2/5/2026 4:51:38.579466760 PM",
="",20,,Mgmt,Beacon,3578,,ff:ff:ff:ff:ff:ff  (DA),Vantiva USA LLC dc:eb:69,Vantiva USA LLC dc:eb:69,0,0,0,0,0,0,,382,="",="2/5/2026 4:51:38.581073980 PM",
="",21,,Mgmt,Beacon,1045,,ff:ff:ff:ff:ff:ff  (DA),42:0f:c1:3b:ff:cf  (SA),42:0f:c1:3b:ff:cf  (BSSID),0,0,0,0,0,0,,339,="",="2/5/2026 4:51:38.581842690 PM",
="",26,,Ext,Reserved [4],,,,,,0,1,1,0,0,0,,427,="",="2/5/2026 4:51:38.589227290 PM",
="",27,,Mgmt,Beacon,2947,,ff:ff:ff:ff:ff:ff  (DA),6e:49:e4:8c:c4:c0  (SA),6e:67:68:17:c4:c0  (BSSID),0,0,0,0,1,1,,424,="",="2/5/2026 4:51:38.590000830 PM",
