Bookmark,Frame#,Data Rate (Mb/s),Duration,Freq,Channel,Antenna,Version,Bad FCS,Frame Size,Delta,Timestamp,
="",10,1.0,304 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.578938930 AM",
="",11,104.0,51 탎,2462 MHz,11,-75 dBm,Wi-Fi 4 (802.11n),True,235,="",="2/6/2026 6:48:14.579265165 AM",
="",12,1.0,304 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.579859895 AM",
="",13,104.0,51 탎,2462 MHz,11,-74 dBm,Wi-Fi 4 (802.11n),True,235,="",="2/6/2026 6:48:14.580185905 AM",
="",14,1.0,304 탎,2462 MHz,11,-72 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.580307025 AM",
="",15,78.0,55 탎,2462 MHz,11,-75 dBm,Wi-Fi 4 (802.11n),True,229,="",="2/6/2026 6:48:14.580633160 AM",
="",16,1.0,304 탎,2462 MHz,11,-71 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.580894960 AM",
="",17,78.0,55 탎,2462 MHz,11,-72 dBm,Wi-Fi 4 (802.11n),True,229,="",="2/6/2026 6:48:14.581218255 AM",
="",18,1.0,304 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.581362010 AM",
="",19,52.0,62 탎,2462 MHz,11,-73 dBm,Wi-Fi 4 (802.11n),False,229,="",="2/6/2026 6:48:14.581680855 AM",
="",20,1.0,304 탎,2462 MHz,11,-75 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.581944145 AM",
="",21,52.0,62 탎,2462 MHz,11,-73 dBm,Wi-Fi 4 (802.11n),False,229,="",="2/6/2026 6:48:14.582265750 AM",
="",22,1.0,304 탎,2462 MHz,11,-74 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.583788955 AM",
="",23,52.0,62 탎,2462 MHz,11,-73 dBm,Wi-Fi 4 (802.11n),True,229,="",="2/6/2026 6:48:14.584109015 AM",
="",24,1.0,2096 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 6:48:14.585121110 AM",
="",25,1.0,2096 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,323,="",="2/6/2026 6:48:14.587244680 AM",
="",26,1.0,304 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,99,="",="2/6/2026 6:48:14.590867890 AM",
="",27,52.0,62 탎,2462 MHz,11,-74 dBm,Wi-Fi 4 (802.11n),False,229,="",="2/6/2026 6:48:14.591188175 AM",
="",28,6.0,338 탎,2462 MHz,11,-74 dBm,Wi-Fi 3 (802.11g),False,316,="",="2/6/2026 6:48:14.592691235 AM",
="",29,1.0,2208 탎,2462 MHz,11,-76 dBm,Wi-Fi 1 (802.11b),False,337,="",="2/6/2026 6:48:14.599441805 AM",
="",30,1.0,2016 탎,2462 MHz,11,-88 dBm,Wi-Fi 1 (802.11b),False,313,="",="2/6/2026 6:48:14.602087180 AM",
="",31,11.0,377 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,339,="",="2/6/2026 6:48:14.604103680 AM",
="",32,11.0,396 탎,2462 MHz,11,-89 dBm,Wi-Fi 1 (802.11b),True,366,="",="2/6/2026 6:48:14.604478065 AM",
